,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,0.04,Metric Tonnes,28-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"1,500.00","1,500.00","1,500.00",Rs./Quintal,0.05,Metric Tonnes,27-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.04,Metric Tonnes,27-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.05,Metric Tonnes,27-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.05,Metric Tonnes,26-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.04,Metric Tonnes,26-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,0.04,Metric Tonnes,26-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.05,Metric Tonnes,25-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,700.00","2,700.00","2,700.00",Rs./Quintal,0.04,Metric Tonnes,25-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.04,Metric Tonnes,25-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.05,Metric Tonnes,24-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,600.00","2,600.00","2,600.00",Rs./Quintal,0.05,Metric Tonnes,24-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.06,Metric Tonnes,24-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,200.00","2,200.00","2,200.00",Rs./Quintal,0.05,Metric Tonnes,23-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,200.00","3,200.00","3,200.00",Rs./Quintal,0.03,Metric Tonnes,23-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.05,Metric Tonnes,23-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,300.00","2,300.00","2,300.00",Rs./Quintal,0.07,Metric Tonnes,22-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.04,Metric Tonnes,22-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.05,Metric Tonnes,22-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.05,Metric Tonnes,21-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,200.00","2,200.00","2,200.00",Rs./Quintal,0.05,Metric Tonnes,21-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,800.00","2,800.00","2,800.00",Rs./Quintal,0.05,Metric Tonnes,21-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.05,Metric Tonnes,20-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.05,Metric Tonnes,20-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.05,Metric Tonnes,19-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.05,Metric Tonnes,19-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.06,Metric Tonnes,18-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.04,Metric Tonnes,18-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.05,Metric Tonnes,17-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.05,Metric Tonnes,17-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.07,Metric Tonnes,17-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.05,Metric Tonnes,16-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.05,Metric Tonnes,16-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.04,Metric Tonnes,15-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Lemon,Lemon,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.04,Metric Tonnes,15-11-2025
