,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,800.00","2,800.00","2,800.00",Rs./Quintal,0.07,Metric Tonnes,16-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.07,Metric Tonnes,15-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.05,Metric Tonnes,15-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.08,Metric Tonnes,15-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.07,Metric Tonnes,14-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.06,Metric Tonnes,14-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.07,Metric Tonnes,13-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.07,Metric Tonnes,13-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,800.00","2,800.00","2,800.00",Rs./Quintal,0.08,Metric Tonnes,13-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.13,Metric Tonnes,12-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.05,Metric Tonnes,12-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"4,500.00","4,500.00","4,500.00",Rs./Quintal,0.08,Metric Tonnes,12-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,200.00","2,200.00","2,200.00",Rs./Quintal,0.07,Metric Tonnes,11-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","3,500.00","3,029.41",Rs./Quintal,0.17,Metric Tonnes,11-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,0.08,Metric Tonnes,11-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,600.00","2,600.00","2,600.00",Rs./Quintal,0.15,Metric Tonnes,10-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.16,Metric Tonnes,10-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.08,Metric Tonnes,10-01-2026
