,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,500.00,750.00,700.00,Rs./Quintal,178.10,Metric Tonnes,21-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,500.00,"1,000.00",850.00,Rs./Quintal,116.20,Metric Tonnes,21-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,800.00","2,000.00","1,950.00",Rs./Quintal,25.20,Metric Tonnes,20-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,"1,100.00","1,600.00","1,400.00",Rs./Quintal,196.00,Metric Tonnes,20-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,"1,600.00","1,800.00","1,750.00",Rs./Quintal,122.00,Metric Tonnes,20-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,"1,000.00","1,700.00","1,400.00",Rs./Quintal,116.80,Metric Tonnes,20-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"2,300.00","2,500.00","2,400.00",Rs./Quintal,0.10,Metric Tonnes,19-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,"1,000.00","1,400.00","1,300.00",Rs./Quintal,90.90,Metric Tonnes,19-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,900.00,"1,000.00",950.00,Rs./Quintal,242.40,Metric Tonnes,19-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,"1,100.00","1,400.00","1,250.00",Rs./Quintal,251.50,Metric Tonnes,19-12-2025
