sl_no,state,district,district_code,crop,season,sowing_period,harvesting_period
293.0,Bihar,Katihar,212,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr
294.0,Bihar,Katihar,212,Maize,Summer,15th Feb – 30th Apr,15th - 31st May
295.0,Bihar,Katihar,212,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr
296.0,Bihar,Katihar,212,Urad,Kharif,15th - 31st July,1st – 15th Oct.
297.0,Bihar,Katihar,212,Kulthi,Kharif,15th July – 15th Aug,1st – 15th Nov.
298.0,Bihar,Katihar,212,Lentil,Rabi,15th Oct – 30th Nov,15th – 31st Mar
299.0,Bihar,Katihar,212,Peas,Rabi,15th Oct – 30th Nov,15th Jan – 15th Mar
300.0,Bihar,Katihar,212,Moong,Summer,15th Mar - 15th Apr,15th – 31st May
301.0,Bihar,Katihar,212,Khesari,Rabi,15th Oct – 15th Nov,15th Mar – 15th Apr
302.0,Bihar,Katihar,212,Til,Kharif,15th June - 15th July,15th – 30th Sep
303.0,Bihar,Katihar,212,Til,Summer,15th Feb -15th Mar,15th -31st May
304.0,Bihar,Katihar,212,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar
305.0,Bihar,Katihar,212,Linseed,Rabi,15th Oct - 30th Nov,15th - 31st Mar
306.0,Bihar,Katihar,212,Sunflower,Rabi,15th Oct. – 15th Nov,15th – 28th Feb
307.0,Bihar,Katihar,212,Jute,Kharif,15th Mar. – 15th May,15 July– 30th Sep
309.0,Bihar,Kishanganj,210,Rice,Kharif,15th June - 15th Aug,15th Oct – 15th Dec
310.0,Bihar,Kishanganj,210,Rice,Rabi (Boro),15th Oct– 15th Nov,15th Apr– 15th May
311.0,Bihar,Kishanganj,210,Wheat,Rabi,15th Nov- 15th Dec,15th Mar - 15th Apr
312.0,Bihar,Kishanganj,210,Maize,Kharif,1st May – 15th June,1st -31st Sep
313.0,Bihar,Kishanganj,210,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr
314.0,Bihar,Kishanganj,210,Maize,Summer,15th Feb – 30th Apr,15th - 31st May
315.0,Bihar,Kishanganj,210,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr
316.0,Bihar,Kishanganj,210,Urad,Kharif,15th - 31st July,1st – 15th Oct.
317.0,Bihar,Kishanganj,210,Kulthi,Kharif,15th July – 15th Aug,1st – 15th Nov.
318.0,Bihar,Kishanganj,210,Lentil,Rabi,31st Oct – 30th Nov,15th – 31st Mar
319.0,Bihar,Kishanganj,210,Peas,Rabi,15th Oct – 30th Nov,15th Jan– 15th Mar
320.0,Bihar,Kishanganj,210,Moong,Summer,15th Mar - 15th Apr,15th – 31st May
321.0,Bihar,Kishanganj,210,Oilseeds,,,
322.0,Bihar,Kishanganj,210,Til,Kharif,15th June - 15th July,15th – 30th Sep
323.0,Bihar,Kishanganj,210,Til,Summer,15th Feb-15th Mar,15th -31st May
324.0,Bihar,Kishanganj,210,Mustard,Rabi,15th -31st Oct,15th Feb- 15th Mar
325.0,Bihar,Kishanganj,210,Linseed,Rabi,15th Oct.- 30th Nov,15th - 31st Mar
326.0,Bihar,Kishanganj,210,Jute,Kharif,15th Mar. – 15th May,15 July– 30th Sep
327.0,Bihar,Khagaria,223,Rice,Kharif,15th June-15th Aug,15th – 30th Nov
328.0,Bihar,Khagaria,223,Wheat,Rabi,15th Nov- 15th Dec,15th Mar - 15th Apr
329.0,Bihar,Khagaria,223,Maize,Kharif,1st May – 15th June,1st -31st Sep
330.0,Bihar,Khagaria,223,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr
331.0,Bihar,Khagaria,223,Maize,Summer,15th Feb – 30th Apr,15th - 31st May
332.0,Bihar,Khagaria,223,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr
333.0,Bihar,Khagaria,223,Urad,Kharif,15th - 31st July,1st – 15th Oct.
334.0,Bihar,Khagaria,223,Kulthi,Kharif,15th July – 15th Aug,1st – 15th Nov
335.0,Bihar,Khagaria,223,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar – 15th Apr
336.0,Bihar,Khagaria,223,Gram,,1-15 Dec (Late),
337.0,Bihar,Khagaria,223,Lentil,Rabi,15th Oct – 30th Nov,15th – 31st Mar
338.0,Bihar,Khagaria,223,Peas,Rabi,15th Oct – 30th Nov,15th Jan. – 15th Mar
339.0,Bihar,Khagaria,223,Moong,Summer,15th Mar - 15th Apr,15th – 31st May
340.0,Bihar,Khagaria,223,Khesari,Rabi,15th Oct – 15th Nov,15th Mar– 15th Apr
341.0,Bihar,Khagaria,223,Til,Kharif,15th June - 15th July,15th – 30th Sep
342.0,Bihar,Khagaria,223,Til,Summer,15th Feb -15th Mar,15th -31st May
343.0,Bihar,Khagaria,223,Mustard,Rabi,15th -31st Oct,15th Feb.- 15th Mar
344.0,Bihar,Khagaria,223,Linseed,Rabi,15th Oct.- 30th Nov,15th - 31st Mar
345.0,Bihar,Khagaria,223,Sunflower,Rabi,15th Oct. – 15th Nov,15th – 28th Feb
346.0,Bihar,Khagaria,223,Sugarcane,Autumn,15th Oct. – 30th Nov,15th Oct – 31st Mar
347.0,Bihar,Khagaria,223,Sugarcane,Spring,15th Feb – 15th Mar,
348.0,Bihar,Lakhisarai,227,Rice,Kharif,15th June-15th Aug,15th – 30th Nov
349.0,Bihar,Lakhisarai,227,Wheat,Rabi,15th No. – 15th Dec,15th Mar– 15th Apr
350.0,Bihar,Lakhisarai,227,Maize,Kharif,15th May – 15th June,1st -31st Sept
351.0,Bihar,Lakhisarai,227,Maize,Rabi,15th Oct. – 15th Nov,1st – 30th Apr
352.0,Bihar,Lakhisarai,227,Maize,Summer,15th Feb – 30th Apr,15th - 31st May
353.0,Bihar,Lakhisarai,227,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr
354.0,Bihar,Lakhisarai,227,Urad,Kharif,15th - 31st July,1st – 15th Oct.
355.0,Bihar,Lakhisarai,227,Kulthi,Kharif,15th July – 15th Aug.,1st – 15th Nov.
356.0,Bihar,Lakhisarai,227,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar. – 15th April
357.0,Bihar,Lakhisarai,227,Gram,,1-15 Dec (Late),
358.0,Bihar,Lakhisarai,227,Lentil,Rabi,15th Oct. – 30th Nov.,15th – 31st March
359.0,Bihar,Lakhisarai,227,Peas,Rabi,15th Oct. – 30th Nov.,15th Jan. – 15th Mar.
360.0,Bihar,Lakhisarai,227,Khesari,Rabi,15th Oct. – 30th Nov.,15th Mar. – 15th April
361.0,Bihar,Lakhisarai,227,Til,Kharif,15th June - 15th July,15th – 30th Sep.
362.0,Bihar,Lakhisarai,227,Til,Summer,15th Feb.-15th Mar.,15th -31st May
363.0,Bihar,Lakhisarai,227,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar
364.0,Bihar,Lakhisarai,227,Linseed,Rabi,15th Oct.- 30th Nov.,15th - 31st March
365.0,Bihar,Munger,226,Rice,Kharif,1st June - 15th Aug,15th Oct -15th Dec
366.0,Bihar,Munger,226,Wheat,Rabi,15th Nov – 15th Dec.,15th Mar – 15th Apr
367.0,Bihar,Munger,226,Maize,Kharif,15th May – 15th June,1st -31st Sept
368.0,Bihar,Munger,226,Maize,Rabi,15th Oct. – 15th Nov,1st – 30th Apr
369.0,Bihar,Munger,226,Maize,Summer,15th Feb – 30th Apr,15th - 31st May
370.0,Bihar,Munger,226,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr
371.0,Bihar,Munger,226,Urad,Kharif,15th - 31st July,1st – 15th Oct
372.0,Bihar,Munger,226,Kulthi,Kharif,15th July – 15th Aug,1st – 15th Nov
373.0,Bihar,Munger,226,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar – 15th Apr
374.0,Bihar,Munger,226,Gram,,1-15 Dec (Late),
375.0,Bihar,Munger,226,Lentil,Rabi,15th Oct– 30th Nov,15th – 31st Mar
376.0,Bihar,Munger,226,Peas,Rabi,15th Oct – 30th Nov,15th Jan.– 15th Mar
377.0,Bihar,Munger,226,Moong,Summer,15th Mar- 15th Apr,15th – 31st May
378.0,Bihar,Munger,226,Til,Kharif,15th June - 15th July,15th – 30th Sep
379.0,Bihar,Munger,226,Til,Summer,15th Feb-15th Mar,15th -31st May
380.0,Bihar,Munger,226,Mustard,Rabi,15th -31st Oct.,15th Feb- 15th Mar
381.0,Bihar,Munger,226,Linseed,Rabi,15th Oct- 30th Nov,15th - 31st Mar
382.0,Bihar,Munger,226,Sugarcane,Autumn,15th Oct– 30th Nov,15th Oct – 31st Mar
383.0,Bihar,Munger,226,Sugarcane,Spring,15th Feb – 15th Mar,
384.0,Bihar,Madhubani,207,Rice,Kharif,15th June - 15th July,15th Oct. – 31st Dec.
385.0,Bihar,Madhubani,207,Wheat,Rabi,15th Nov – 31st Dec.,15th Mar – 30th Apr
386.0,Bihar,Madhubani,207,Maize,Kharif,15th May - 15th June,1st Aug -30th Sept.
387.0,Bihar,Madhubani,207,Maize,Rabi,1st – 30th Nov,30th Mar – 15th Apr
388.0,Bihar,Madhubani,207,Maize,Summer,15thFeb – 31st Mar,15th June -31st July
389.0,Bihar,Madhubani,207,Ragi,Kharif,1st April – 15th May,1st Aug -30th Sept
390.0,Bihar,Madhubani,207,Arhar,Kharif,1st July – 15th Sept,1st - 15th Apr
391.0,Bihar,Madhubani,207,Gram,Rabi,1st Oct .- 30th Nov,1st – 15th April
392.0,Bihar,Madhubani,207,Gram,,,
393.0,Bihar,Madhubani,207,Lentil,Rabi,15th Oct. – 15th Nov,15th Mar – 15th Apr
394.0,Bihar,Madhubani,207,Peas,Rabi,15th Oct. – 15th Nov,15th Feb– 15th Mar
395.0,Bihar,Madhubani,207,Urad,Kharif,15th July-15th Aug,1st-31st Oct
396.0,Bihar,Madhubani,207,Urad,Rabi,15th Mar -15th Apr,1st - 31st July
397.0,Bihar,Madhubani,207,Til,Summer,15th Feb.-15th Mar,15th May - 30sth June
398.0,Bihar,Madhubani,207,Mustard,Rabi,15th Oct -15th Nov,1st Feb.- 31st Mar
399.0,Bihar,Madhubani,207,Linseed,Rabi,15th Oct.- 15th Nov,1st Mar - 30th Apr
400.0,Bihar,Madhubani,207,Sugarcane,Autumn,15th Oct – 30th Nov,1st Nov – 31st Dec
401.0,Bihar,Madhubani,207,Sugarcane,Spring,1st – 28th Feb,1st – 31st Mar
402.0,Bihar,Madhepura,213,Rice,Kharif,15th June-15th Aug,15th – 30th Nov
403.0,Bihar,Madhepura,213,Wheat,Rabi,15th Nov- 15th Dec,15th Mar - 15th Apr
404.0,Bihar,Madhepura,213,Maize,Kharif,1st May – 15th June,1st -31st Sep
405.0,Bihar,Madhepura,213,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr
406.0,Bihar,Madhepura,213,Maize,Summer,15th Feb – 30th Apr,15th - 31st May
407.0,Bihar,Madhepura,213,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr
408.0,Bihar,Madhepura,213,Urad,Kharif,15th - 31st July,1st – 15th Oct.
409.0,Bihar,Madhepura,213,Kulthi,Kharif,15th July – 15th Aug,1st – 15th Nov
410.0,Bihar,Madhepura,213,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Ma. – 15th Apr
411.0,Bihar,Madhepura,213,Gram,,1-15 Dec (Late),
412.0,Bihar,Madhepura,213,Lentil,Rabi,15th Oct. – 30th Nov,15th – 31st Mar
413.0,Bihar,Madhepura,213,Peas,Rabi,15th Oct– 30th Nov,15th Jan. – 15th Mar
414.0,Bihar,Madhepura,213,Moong,Summer,15th Mar. - 15th Apr,15th – 31st May
415.0,Bihar,Madhepura,213,Khesari,Rabi,15th Oct – 15th Nov,15th Mar – 15th Apr
416.0,Bihar,Madhepura,213,Til,Kharif,15th June - 15th July,15th – 30th Sep
417.0,Bihar,Madhepura,213,Til,Summer,15th Feb.-15th Mar.,15th -31st May
418.0,Bihar,Madhepura,213,Mustard,Rabi,15th -31st Oct.,15th Feb - 15th Mar
419.0,Bihar,Madhepura,213,Linseed,Rabi,15th Oct.- 30th Nov,15th - 31st Mar
420.0,Bihar,Madhepura,213,Sunflower,Rabi,15th Oct. – 15th Nov,15th – 28th Feb
421.0,Bihar,Madhepura,213,Sugarcane,Autumn,15th Oct. – 30th Nov,15th Oct – 31st Mar
422.0,Bihar,Madhepura,213,Sugarcane,Spring,15th Feb – 15th Mar,
423.0,Bihar,Madhepura,213,Jute,Kharif,15th Mar– 15th May (Olitorius),15 July – 30th Sep
424.0,Bihar,Muzffarpur,216,Rice,Kharif,1st June- 31st July,1st Nov- 30th Dec
425.0,Bihar,Muzffarpur,216,Wheat,Rabi,15th Nov.- 30th Dec,15th Mar -30th Apr
426.0,Bihar,Muzffarpur,216,Maize,Kharif,15th May- 15th June,15th Aug -30th Sept
427.0,Bihar,Muzffarpur,216,Maize,Rabi,15th Oct- 30th Nov,15th Feb -15th March
428.0,Bihar,Muzffarpur,216,Maize,Summer,15th Feb. -15th Apr,15th May -15th June
429.0,Bihar,Muzffarpur,216,Pulses,,,
430.0,Bihar,Muzffarpur,216,Arhar,Kharif,15th July- 15th Aug,15th Mar -15th Apr
431.0,Bihar,Muzffarpur,216,Urad,Kharif,15th July - 15th Aug,15th Oct -31st Oct
432.0,Bihar,Muzffarpur,216,Lentil,Rabi,15th Oct.- 30 Nov,15 Mar -15Apr
433.0,Bihar,Muzffarpur,216,Peas,Rabi,15th Oct.- 30th Nov,15th Mar -15th Apr
434.0,Bihar,Muzffarpur,216,Moong,Summer,15th Mar – 15th Apr,15th June – 30th June
435.0,Bihar,Muzffarpur,216,Till,Summer,15th Mar -15th Apr,15th June -30th June
436.0,Bihar,Muzffarpur,216,Mustard,Rabi,15th Oct.-30th Nov,15th Mar -15th Apr
437.0,Bihar,Muzffarpur,216,Linseed,Rabi,15th Oct. -30th Nov,15th Mar -15th Apr
438.0,Bihar,Muzffarpur,216,Sugarcane,Autumn,15 Oct. -30 Nov,15th Aug – 15th Sep
439.0,Bihar,Muzffarpur,216,Sugarcane,Spring,15th Feb -15th Mar,1st Dec – 15th Jan
440.0,Bihar,Nawada,237,Rice,Kharif,15th June-15th Aug,15Oct – 30th Nov
441.0,Bihar,Nawada,237,Wheat,Rabi,15th Nov. – 15th Dec,15th Mar – 15th Apr
442.0,Bihar,Nawada,237,Maize,Kharif,15th May – 15th June,1st -31st Sept
443.0,Bihar,Nawada,237,Maize,Rabi,15th Oct. – 15th Nov,1st – 30th Apr
444.0,Bihar,Nawada,237,Maize,Summer,15th Feb. – 30th Apr,15th - 31st May
445.0,Bihar,Nawada,237,Ragi,Kharif,15th May – 15th June,1st – 31st Oct
446.0,Bihar,Nawada,237,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr
447.0,Bihar,Nawada,237,Urad,Kharif,15th - 31st July,1st – 15th Oct
448.0,Bihar,Nawada,237,Kulthi,Kharif,15th July – 15th Aug,1st – 15th Nov
449.0,Bihar,Nawada,237,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar – 15th Apr
450.0,Bihar,Nawada,237,Gram,,1-15 Dec (Late),
451.0,Bihar,Nawada,237,Lentil,Rabi,15th Oct – 30th Nov,15th – 31st Mar
452.0,Bihar,Nawada,237,Peas,Rabi,15th Oct – 30th Nov,15th Jan. – 15th Mar
453.0,Bihar,Nawada,237,Moong,Summer,15th Mar. - 15th Apr,15th – 31st May
454.0,Bihar,Nawada,237,Khesari,Rabi,15th Oct – 15th Nov,15th Mar – 15th Apr
456.0,Bihar,Nawada,237,Til,Kharif:,15th June - 15th July,15th – 30th Sep
457.0,Bihar,Nawada,237,Til,Summer,15th Feb.-15th Mar,15th -31st May
458.0,Bihar,Nawada,237,Mustard,Rabi,15th -31st Oct.,15th Feb- 15th Mar
459.0,Bihar,Nawada,237,Linseed,Rabi,15th Oct.- 30th Nov,15th - 31st Mar
460.0,Bihar,Nawada,237,Sugarcane,Autumn,15th Oct – 30th Nov,15th Oct. – 31st Mar
461.0,Bihar,Nalanda,229,Rice,Kharif,1st June-15th Aug,15Oct – 30th Nov
462.0,Bihar,Nalanda,229,Wheat,Rabi,15th Nov – 15th Dec,15th Mar. – 15th Apr
463.0,Bihar,Nalanda,229,Barley,Rabi,15th Oct. - 30th Nov,15th Mar- 15th Apr
464.0,Bihar,Nalanda,229,Maize,Kharif,15th May – 15th June,1st -31st Sept
465.0,Bihar,Nalanda,229,Maize,Rabi,15th Oct. – 15th Nov,1st – 30th Apr
466.0,Bihar,Nalanda,229,Maize,Summer,15th Feb. – 30th Apr,15th - 31st May
467.0,Bihar,Nalanda,229,Pulses,,,
468.0,Bihar,Nalanda,229,Arhar,Kharif,1st – 31st July,1st – 31st April
469.0,Bihar,Nalanda,229,Urad,Kharif,15th - 31st July,1st – 15th Oct.
470.0,Bihar,Nalanda,229,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar. – 15th Apr
471.0,Bihar,Nalanda,229,Gram,,1-15 Dec (Late),
472.0,Bihar,Nalanda,229,Lentil,Rabi,15th Oct. – 30th Nov,15th – 31st March
473.0,Bihar,Nalanda,229,Peas,Rabi,15th Oct. – 30th Nov,15th Jan. – 15th Mar.
474.0,Bihar,Nalanda,229,Peas,,,
475.0,Bihar,Nalanda,229,Ground nut,Kharif,15th June – 15th July,15th Sep – 15th Oct
476.0,Bihar,Nalanda,229,Til,Kharif,15th June - 15th July,15th – 30th Sep.
477.0,Bihar,Nalanda,229,Til,Summer,15th Feb.-15th Mar.,15th -31st May
478.0,Bihar,Nalanda,229,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar
479.0,Bihar,Nalanda,229,Linseed,Rabi,15th Oct.- 30th Nov.,15th - 31st March
480.0,Bihar,Nalanda,229,Sunflower,Rabi,15th Oct. – 15th Nov.,15th – 28th Feb
481.0,Bihar,Nalanda,229,Sugarcane,Autumn,15th Oct. – 30th Nov.,15th Oct. – 31st Mar.
482.0,Bihar,Nalanda,229,Sugarcane,Spring,15th Feb – 15th Mar,
483.0,Bihar,Patna,230,Rice,Kharif,1st June-15th Aug,15Oct – 30th Nov
484.0,Bihar,Patna,230,Wheat,Rabi,15th Nov. – 15th Dec.,15th Mar. – 15th Apr.
485.0,Bihar,Patna,230,Barley,Rabi,15th Oct. - 30th Nov.,15th Mar- 15th Apr.
486.0,Bihar,Patna,230,Maize,Kharif,15th May – 15th June,1st -31st Sept.
487.0,Bihar,Patna,230,Maize,Rabi,15th Oct. – 15th Nov.,1st – 30th Apr
488.0,Bihar,Patna,230,Maize,Summer,15th Feb. – 30th April,15th - 31st May
489.0,Bihar,Patna,230,Arhar,Kharif,1st – 31st July,1st – 31st April
490.0,Bihar,Patna,230,Urad,Kharif,15th - 31st July,1st – 15th Oct.
491.0,Bihar,Patna,230,Kulthi,Kharif,15th July – 15th Aug.,1st – 15th Nov.
492.0,Bihar,Patna,230,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar. – 15th Apr
493.0,Bihar,Patna,230,Gram,,1-15 Dec (Late),
494.0,Bihar,Patna,230,Lentil,Rabi,15th Oct. – 30th Nov.,15th – 31st Mar
495.0,Bihar,Patna,230,Peas,Rabi,15th Oct. – 30th Nov.,15th Jan. – 15th Mar.
496.0,Bihar,Patna,230,Moong,Summer,15 Mar. - 15 April,15th – 31st May
497.0,Bihar,Patna,230,Khesari,Rabi,15th Oct. – 30th Nov.,15th Mar. – 15th Apr
498.0,Bihar,Patna,230,Til,Kharif,15th June - 15th July,15th – 30th Sep.
499.0,Bihar,Patna,230,Til,Summer,15th Feb.-15th Mar.,15th -31st May
500.0,Bihar,Patna,230,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar
501.0,Bihar,Patna,230,Linseed,Rabi,15th Oct.- 30th Nov.,15th - 31st Mar
502.0,Bihar,Patna,230,Sunflower,Rabi,15th Oct. – 15th Nov.,15th – 28th Feb
503.0,Bihar,Patna,230,Sugarcane,Autumn,15th Oct. – 30th Nov.,15th Oct. – 31st Mar.
504.0,Bihar,Patna,230,Sugarcane,Spring,15th Feb – 15th Mar,
505.0,Bihar,Purnea,211,Rice,Kharif,15th June-15th Aug,15th – 30th Nov
506.0,Bihar,Purnea,211,Wheat,Rabi,15th Nov- 15th Dec,15th Mar - 15th Apr
507.0,Bihar,Purnea,211,Maize,Kharif,1st May – 15th June,1st -31st Sep
508.0,Bihar,Purnea,211,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr
509.0,Bihar,Purnea,211,Maize,Summer,15th Feb – 30th Apr,15th - 31st May
510.0,Bihar,Purnea,211,Arhar,Kharif,1st – 31st July,1st – 31st Apr
511.0,Bihar,Purnea,211,Urad,Kharif,15th - 31st July,1st – 15th Oct.
512.0,Bihar,Purnea,211,Kulthi,Kharif,15th July – 15th Aug.,1st – 15th Nov.
513.0,Bihar,Purnea,211,Lentil,Rabi,15th Oct. – 30th Nov.,15th – 31st Mar
514.0,Bihar,Purnea,211,Peas,Rabi,15th Oct. – 30th Nov.,15th Jan. – 15th Mar.
515.0,Bihar,Purnea,211,Moong,Summer,15 Mar. - 15 April,15th – 31st May
516.0,Bihar,Purnea,211,Ground nut,Kharif,15th June – 15th July,15th Sep – 15th Oct
517.0,Bihar,Purnea,211,Til,Kharif,15th June - 15th July,15th – 30th Sep.
518.0,Bihar,Purnea,211,Til,Summer,15th Feb.-15th Mar.,15th -31st May
519.0,Bihar,Purnea,211,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar
520.0,Bihar,Purnea,211,Linseed,Rabi,15th Oct.- 30th Nov.,15th - 31st March
521.0,Bihar,Purnea,211,Sunflower,Rabi,15th Oct. – 15th Nov.,15th – 28th Feb
522.0,Bihar,Purnea,211,Sugarcane,Autumn,15th Oct. – 30th Nov.,15th Oct. – 31st Mar.
523.0,Bihar,Purnea,211,Sugarcane,Spring,15th Feb – 15th Mar,
524.0,Bihar,Purnea,211,Jute,Kharif,15th Mar. – 15th May. (Olitorius),15 July. – 30th Sep
525.0,Bihar,Rohtas,234,Rice,Kharif,1st June-15th Aug,15Oct – 30th Nov
526.0,Bihar,Rohtas,234,Wheat,Rabi,15th Nov. – 15th Dec.,15th Mar. – 15th Apr.
527.0,Bihar,Rohtas,234,Barley,Rabi,15th Oct. - 30th Nov.,15th Mar- 15th Apr.
528.0,Bihar,Rohtas,234,Maize,Kharif,15th May – 15th June,1st -31st Sept.
529.0,Bihar,Rohtas,234,Maize,Rabi,15th Oct. – 15th Nov.,1st – 30th Apr
530.0,Bihar,Rohtas,234,Maize,Summer,15th Feb. – 30th April,15th - 31st May
531.0,Bihar,Rohtas,234,Arhar,Kharif,1st – 31st July,1st – 31st Apr
532.0,Bihar,Rohtas,234,Urad,Kharif,15th - 31st July,1st – 15th Oct.
533.0,Bihar,Rohtas,234,Kulthi,Kharif,15th July – 15th Aug.,1st – 15th Nov.
534.0,Bihar,Rohtas,234,Gram,Rabi:,15th Oct.-30th Nov (Normal),15th Mar. – 15th Apr
535.0,Bihar,Rohtas,234,Gram,,1-15 Dec (Late),
536.0,Bihar,Rohtas,234,Lentil,Rabi,15th Oct. – 30th Nov.,15th – 31st Mar
537.0,Bihar,Rohtas,234,Peas,Rabi,15th Oct. – 30th Nov.,15th Jan. – 15th Mar.
538.0,Bihar,Rohtas,234,Moong,Summer,15 Mar. - 15 April,15th – 31st May
539.0,Bihar,Rohtas,234,Khesari,Rabi,15th Oct. – 30th Nov.,15th Mar. – 15th Apr
540.0,Bihar,Rohtas,234,Ground nut,Kharif,15th June – 15th July,15th Sep – 15th Oct
541.0,Bihar,Rohtas,234,Til,Kharif,15th June - 15th July,15th – 30th Sep.
542.0,Bihar,Rohtas,234,Til,Summer,15th Feb.-15th Mar.,15th -31st May
543.0,Bihar,Rohtas,234,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar
544.0,Bihar,Rohtas,234,Linseed,Rabi,15th Oct.- 30th Nov.,15th - 31st Mar
545.0,Bihar,Rohtas,234,Sunflower,Rabi,15th Oct. – 15th Nov.,15th – 28th Feb
546.0,Bihar,Rohtas,234,Sugarcane,Autumn,15th Oct. – 30th Nov.,15th Oct. – 31st Mar.
547.0,Bihar,Rohtas,234,Sugarcane,Spring,15th Feb – 15th Mar,
548.0,Bihar,Sitamarhi,206,Rice,Kharif,1st June- 31st July,1st Nov- 30th Dec
549.0,Bihar,Sitamarhi,206,Wheat,Rabi,15th Nov.- 30th Dec,15th Mar -30th Apr
550.0,Bihar,Sitamarhi,206,Maize,Kharif,15th May- 15th June,15th Aug -30th Sep
551.0,Bihar,Sitamarhi,206,Maize,Rabi,15th Oct- 30th Nov,15th Feb -15th Mar
552.0,Bihar,Sitamarhi,206,Maize,Summer,15th Feb. -15th April,15th May -15th June
553.0,Bihar,Sitamarhi,206,Arhar,Kharif,15th July- 15th Aug,15th Mar -15th Apr
554.0,Bihar,Sitamarhi,206,Urad,Kharif,15th July - 15th Aug,15th Oct -31st Oct
555.0,Bihar,Sitamarhi,206,Lentil,Rabi,15th Oct.- 30 Nov,15 Mar -15Apr
556.0,Bihar,Sitamarhi,206,Peas,Rabi,15th Oct.- 30th Nov.,15th Mar -15th Apr
557.0,Bihar,Sitamarhi,206,Moong,Summer,15th Mar – 15th Apr,15th June – 30th June
558.0,Bihar,Sitamarhi,206,Till,Summer,15th Mar -15th Apr,15th June -30th June
559.0,Bihar,Sitamarhi,206,Mustard,Rabi,15th Oct.-30th Nov.,15th Mar -15th Apr
560.0,Bihar,Sitamarhi,206,Linseed,Rabi,15th Oct. -30th Nov.,15th Mar -15th Apr
561.0,Bihar,Sitamarhi,206,Sugarcane,Autumn,15 Oct. -30 Nov.,15th Aug – 15th Sep
562.0,Bihar,Sitamarhi,206,Sugarcane,Spring,15th Feb. -15th March,1st Dec – 15th Jan.
563.0,Bihar,Saharsa,214,Rice,Kharif,15th June-15th Aug,15th – 30th Nov
564.0,Bihar,Saharsa,214,Wheat,Rabi,15th Nov. – 15th Dec.,15th Mar. – 15th Apr.
565.0,Bihar,Saharsa,214,Maize,Kharif,15th May – 15th June,1st -31st Sep
566.0,Bihar,Saharsa,214,Maize,Rabi,15th Oct. – 15th Nov.,1st – 30th Apr
567.0,Bihar,Saharsa,214,Maize,Summer,15th Feb. – 30th April,15th - 31st May
568.0,Bihar,Saharsa,214,Ragi,Kharif,15th May – 15th June,1st – 31st Oct
569.0,Bihar,Saharsa,214,Arhar,Kharif,1st – 31st July,15th Apr– 15th May
570.0,Bihar,Saharsa,214,Urad,Kharif,15th - 31st July,1st – 15th Oct.
571.0,Bihar,Saharsa,214,Kulthi,Kharif,15th July – 15th Aug.,1st – 15th Nov.
572.0,Bihar,Saharsa,214,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar. – 15th Apr
573.0,Bihar,Saharsa,214,Gram,,1-15 Dec (Late),
574.0,Bihar,Saharsa,214,Lentil,Rabi,15th Oct. – 30th Nov.,15th – 31st Mar
575.0,Bihar,Saharsa,214,Peas,Rabi,15th Oct. – 30th Nov.,15th Jan. – 15th Mar.
576.0,Bihar,Saharsa,214,Moong,Summer,15th Mar. - 15th April,15th – 31st May
577.0,Bihar,Saharsa,214,Khesari,Rabi,15th Oct. – 15th Nov.,15th Mar. – 15th Apr
578.0,Bihar,Saharsa,214,Til,Kharif,15th June - 15th July,15th – 30th Sep.
579.0,Bihar,Saharsa,214,Til,Summer,15th Feb.-15th Mar.,15th -31st May
580.0,Bihar,Saharsa,214,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar
581.0,Bihar,Saharsa,214,Linseed,Rabi,15th Oct.- 30th Nov.,15th - 31st Mar
582.0,Bihar,Saharsa,214,Sunflower,Rabi,15th Oct. – 15th Nov.,15th – 28th Feb
